First Author,PubMed ID,Study accession,Publication date,Journal,Title,Trait(s),Reported trait
Lopera-Maya EA,35115690,GCST90027481,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (HISDEG.PWY..L.histidine.degradation.I)
Lopera-Maya EA,35115690,GCST90027482,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (HISTSYN.PWY..L.histidine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027483,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027484,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (HSERMETANA.PWY..L.methionine.biosynthesis.III)
Lopera-Maya EA,35115690,GCST90027485,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.)
Lopera-Maya EA,35115690,GCST90027486,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis)
Lopera-Maya EA,35115690,GCST90027487,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (KETOGLUCONMET.PWY..ketogluconate.metabolism)
Lopera-Maya EA,35115690,GCST90027488,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (LACTOSECAT.PWY..lactose.and.galactose.degradation.I)
Lopera-Maya EA,35115690,GCST90027489,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation)
Lopera-Maya EA,35115690,GCST90027490,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (NAGLIPASYN.PWY..lipid.IVA.biosynthesis)
Lopera-Maya EA,35115690,GCST90027491,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I)
Lopera-Maya EA,35115690,GCST90027492,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.)
Lopera-Maya EA,35115690,GCST90027493,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (ORNDEG.PWY..superpathway.of.ornithine.degradation)
Lopera-Maya EA,35115690,GCST90027494,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.)
Lopera-Maya EA,35115690,GCST90027495,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P108.PWY..pyruvate.fermentation.to.propanoate.I)
Lopera-Maya EA,35115690,GCST90027496,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P122.PWY..heterolactic.fermentation)
Lopera-Maya EA,35115690,GCST90027497,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P161.PWY..acetylene.degradation)
Lopera-Maya EA,35115690,GCST90027498,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.)
Lopera-Maya EA,35115690,GCST90027499,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P164.PWY..purine.nucleobases.degradation.I..anaerobic.)
Lopera-Maya EA,35115690,GCST90027500,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P23.PWY..reductive.TCA.cycle.I)
Lopera-Maya EA,35115690,GCST90027501,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P42.PWY..incomplete.reductive.TCA.cycle)
Lopera-Maya EA,35115690,GCST90027502,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P441.PWY..superpathway.of.N.acetylneuraminate.degradation)
Lopera-Maya EA,35115690,GCST90027503,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate)
Lopera-Maya EA,35115690,GCST90027622,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis)
Lopera-Maya EA,35115690,GCST90027623,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II)
Lopera-Maya EA,35115690,GCST90027624,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7392..taxadiene.biosynthesis..engineered.)
Lopera-Maya EA,35115690,GCST90027625,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.)
Lopera-Maya EA,35115690,GCST90027626,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7446..sulfoglycolysis)
Lopera-Maya EA,35115690,GCST90027627,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.7456..mannan.degradation)
Lopera-Maya EA,35115690,GCST90027628,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027629,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027630,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff)
Lopera-Maya EA,35115690,GCST90027631,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.)
Lopera-Maya EA,35115690,GCST90027632,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle)
Lopera-Maya EA,35115690,GCST90027633,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.)
Lopera-Maya EA,35115690,GCST90027634,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II)
Lopera-Maya EA,35115690,GCST90027635,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_REDCITCYC..TCA.cycle.VIII..helicobacter.)
Lopera-Maya EA,35115690,GCST90027636,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA)
Lopera-Maya EA,35115690,GCST90027637,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PYRIDNUCSAL.PWY..NAD.salvage.pathway.I)
Lopera-Maya EA,35115690,GCST90027638,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.)
Lopera-Maya EA,35115690,GCST90027639,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027640,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (RHAMCAT.PWY..L.rhamnose.degradation.I)
Lopera-Maya EA,35115690,GCST90027641,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.)
Lopera-Maya EA,35115690,GCST90027642,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027643,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.)
Lopera-Maya EA,35115690,GCST90027644,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027645,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (THRESYN.PWY..superpathway.of.L.threonine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027646,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (TRNA.CHARGING.PWY..tRNA.charging)
Lopera-Maya EA,35115690,GCST90027454,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (COA.PWY..coenzyme.A.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027455,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I)
Lopera-Maya EA,35115690,GCST90027456,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis)
Lopera-Maya EA,35115690,GCST90027457,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis)
Lopera-Maya EA,35115690,GCST90027458,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (CRNFORCAT.PWY..creatinine.degradation.I)
Lopera-Maya EA,35115690,GCST90027459,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (DAPLYSINESYN.PWY..L.lysine.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027460,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II)
Lopera-Maya EA,35115690,GCST90027461,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027462,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (ECASYN.PWY..enterobacterial.common.antigen.biosynthesis)
Lopera-Maya EA,35115690,GCST90027463,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (ENTBACSYN.PWY..enterobactin.biosynthesis)
Lopera-Maya EA,35115690,GCST90027464,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (FAO.PWY..fatty.acid..beta..oxidation.I)
Lopera-Maya EA,35115690,GCST90027465,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (FERMENTATION.PWY..mixed.acid.fermentation)
Lopera-Maya EA,35115690,GCST90027466,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (FUCCAT.PWY..fucose.degradation)
Lopera-Maya EA,35115690,GCST90027467,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation)
Lopera-Maya EA,35115690,GCST90027468,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GALACTARDEG.PWY..D.galactarate.degradation.I)
Lopera-Maya EA,35115690,GCST90027469,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation)
Lopera-Maya EA,35115690,GCST90027470,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GALACTUROCAT.PWY..D.galacturonate.degradation.I)
Lopera-Maya EA,35115690,GCST90027471,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation)
Lopera-Maya EA,35115690,GCST90027472,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLUCARDEG.PWY..D.glucarate.degradation.I)
Lopera-Maya EA,35115690,GCST90027473,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLUCONEO.PWY..gluconeogenesis.I)
Lopera-Maya EA,35115690,GCST90027474,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation)
Lopera-Maya EA,35115690,GCST90027475,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLYCOCAT.PWY..glycogen.degradation.I..bacterial.)
Lopera-Maya EA,35115690,GCST90027476,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.)
Lopera-Maya EA,35115690,GCST90027477,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation)
Lopera-Maya EA,35115690,GCST90027478,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol)
Lopera-Maya EA,35115690,GCST90027572,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6151..S.adenosyl.L.methionine.cycle.I)
Lopera-Maya EA,35115690,GCST90027573,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate)
Lopera-Maya EA,35115690,GCST90027574,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.621..sucrose.degradation.III..sucrose.invertase.)
Lopera-Maya EA,35115690,GCST90027575,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II)
Lopera-Maya EA,35115690,GCST90027576,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.)
Lopera-Maya EA,35115690,GCST90027577,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.)
Lopera-Maya EA,35115690,GCST90027578,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6317..galactose.degradation.I..Leloir.pathway.)
Lopera-Maya EA,35115690,GCST90027579,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6353..purine.nucleotides.degradation.II..aerobic.)
Lopera-Maya EA,35115690,GCST90027580,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.)
Lopera-Maya EA,35115690,GCST90027581,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation)
Lopera-Maya EA,35115690,GCST90027582,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6519..8.amino.7.oxononanoate.biosynthesis.I)
Lopera-Maya EA,35115690,GCST90027583,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III)
Lopera-Maya EA,35115690,GCST90027584,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6588..pyruvate.fermentation.to.acetone)
Lopera-Maya EA,35115690,GCST90027585,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation)
Lopera-Maya EA,35115690,GCST90027586,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6608..guanosine.nucleotides.degradation.III)
Lopera-Maya EA,35115690,GCST90027587,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6609..adenine.and.adenosine.salvage.III)
Lopera-Maya EA,35115690,GCST90027588,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis)
Lopera-Maya EA,35115690,GCST90027589,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6628..superpathway.of.L.phenylalanine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027590,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6629..superpathway.of.L.tryptophan.biosynthesis)
Lopera-Maya EA,35115690,GCST90027591,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6630..superpathway.of.L.tyrosine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027592,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY66.422..D.galactose.degradation.V..Leloir.pathway.)
Lopera-Maya EA,35115690,GCST90027593,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate)
Lopera-Maya EA,35115690,GCST90027594,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6700..queuosine.biosynthesis)
Lopera-Maya EA,35115690,GCST90027595,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6703..preQ0.biosynthesis)
Lopera-Maya EA,35115690,GCST90027596,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut bacterial pathway abundance (PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.)
Backman JD,34662886,GCST90084910,44487,Nature,Exome sequencing and analysis of 454787 UK Biobank participants.,test result,ICD10 R89.5: Abnormal microbiological findings in specimens from other organs systems and tissues (Gene-based burden)
Lopera-Maya EA,35115690,GCST90027796,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Oscillospiraceae.g_Oscillibacter.s_Oscillibacter_unclassified)
Lopera-Maya EA,35115690,GCST90027797,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Faecalibacterium.s_Faecalibacterium_prausnitzii)
Lopera-Maya EA,35115690,GCST90027798,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcaceae_noname.s_Ruminococcaceae_bacterium_D16)
Lopera-Maya EA,35115690,GCST90027799,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_bromii)
Lopera-Maya EA,35115690,GCST90027800,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_callidus)
Lopera-Maya EA,35115690,GCST90027801,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_lactaris)
Lopera-Maya EA,35115690,GCST90027802,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Subdoligranulum.s_Subdoligranulum_unclassified)
Lopera-Maya EA,35115690,GCST90027803,44595,Nat Genet,Effect of host genetics on the gut microbiome in 7738 participants of the Dutch Microbiome Project.,gut microbiome measurement,Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Erysipelotrichaceae_noname.s_Eubacterium_biforme)
